time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2013-12-05,13.5,7.4,20.0,0.0,,127.0,5.3,,,
2013-12-06,14.1,8.0,21.2,0.0,,177.0,5.0,,,
2013-12-07,14.2,8.4,20.0,0.0,,214.0,5.1,,,
2013-12-08,13.8,9.0,21.1,0.0,,109.0,6.1,,,
2013-12-09,12.5,8.0,18.0,0.0,,,4.7,,,
2013-12-10,12.9,7.0,20.6,0.0,,166.0,6.0,,,
2013-12-11,14.7,11.0,21.1,0.0,,89.0,4.0,,,
2013-12-12,15.2,12.0,20.0,0.0,,38.0,4.2,,,
2013-12-13,13.9,11.0,18.0,0.0,,63.0,5.5,,,
2013-12-14,15.0,12.0,18.6,0.0,,93.0,6.4,,,
2013-12-15,13.6,9.8,18.5,0.0,,,4.8,,,
2013-12-16,13.3,10.0,16.8,0.0,,,4.1,,,
2013-12-17,15.1,13.0,19.5,0.0,,224.0,6.6,,,
2013-12-18,14.5,10.0,20.0,,,221.0,6.4,,,
2013-12-19,14.5,11.0,20.3,0.0,,241.0,12.8,,,
2013-12-20,13.9,10.0,20.1,5.1,,20.0,12.2,,,
2013-12-21,11.4,7.0,15.4,0.0,,116.0,8.6,,,
2013-12-22,12.3,7.0,16.5,0.0,,123.0,5.3,,,
2013-12-23,12.8,7.6,17.4,0.0,,215.0,8.3,,,
2013-12-24,14.4,8.5,20.0,0.0,,206.0,19.1,,,
2013-12-25,16.2,14.0,20.0,0.0,,217.0,37.3,,,
2013-12-26,16.9,13.8,19.7,7.1,,257.0,12.0,,,
2013-12-27,14.6,10.0,19.4,0.0,,222.0,4.8,,,
2013-12-28,12.6,11.0,15.2,0.3,,159.0,9.5,,,
2013-12-29,11.7,8.0,15.3,7.9,,114.0,7.1,,,
2013-12-30,11.0,6.5,15.5,0.0,,58.0,7.2,,,
2013-12-31,10.7,5.8,16.0,0.0,,172.0,5.1,,,
2014-01-01,11.1,5.4,17.0,0.0,,215.0,7.0,,,
2014-01-02,13.7,8.9,20.3,0.0,,215.0,7.4,,,
2014-01-03,14.7,10.0,21.3,0.0,,223.0,5.6,,,
2014-01-04,15.4,13.0,20.0,0.0,,224.0,5.7,,,
2014-01-05,14.3,10.5,18.0,0.0,,89.0,7.4,,,
2014-01-06,12.8,8.0,17.6,0.0,,,4.2,,,
2014-01-07,12.7,6.8,18.0,0.0,,105.0,4.4,,,
2014-01-08,18.6,10.3,29.8,0.0,,148.0,6.4,,,
2014-01-09,16.6,12.0,24.4,0.0,,112.0,5.3,,,
2014-01-10,17.3,12.4,21.1,,,204.0,7.5,,,
2014-01-11,15.9,13.3,19.8,0.0,,229.0,7.1,,,
2014-01-12,14.6,10.0,19.4,0.0,,220.0,5.7,,,
2014-01-13,12.8,9.4,19.1,0.0,,173.0,6.5,,,
2014-01-14,12.7,9.0,18.0,7.1,,206.0,4.8,,,
2014-01-15,13.2,8.4,19.0,0.0,,191.0,5.7,,,
2014-01-16,13.2,11.0,16.3,0.0,,215.0,6.4,,,
2014-01-17,12.4,11.0,16.9,15.0,,203.0,13.2,,,
2014-01-18,12.7,10.8,16.4,16.0,,235.0,10.9,,,
2014-01-19,14.7,12.6,17.5,17.0,,,13.3,,,
2014-01-20,13.3,11.0,16.6,10.9,,103.0,5.4,,,
2014-01-21,12.3,7.5,18.2,0.0,,68.0,5.2,,,
2014-01-22,11.2,10.0,13.8,0.0,,194.0,12.4,,,
2014-01-23,13.9,7.8,16.1,,,7.0,16.2,,,
2014-01-24,12.2,7.0,16.3,0.0,,73.0,5.8,,,
2014-01-25,12.7,7.8,16.9,0.0,,130.0,6.1,,,
2014-01-26,14.8,11.0,19.2,0.0,,73.0,4.9,,,
2014-01-27,14.4,12.0,18.6,0.0,,40.0,5.0,,,
2014-01-28,14.3,12.0,16.8,5.1,,26.0,5.9,,,
2014-01-29,13.4,11.0,20.0,0.0,,286.0,12.9,,,
2014-01-30,13.6,11.0,15.6,13.0,,342.0,13.0,,,
2014-01-31,13.3,11.3,17.0,4.1,,234.0,7.7,,,
2014-02-01,14.3,12.0,17.9,7.9,,233.0,9.1,,,
2014-02-02,13.6,12.0,16.0,5.1,,58.0,9.2,,,
2014-02-03,12.8,8.0,18.0,0.0,,220.0,8.2,,,
2014-02-04,14.0,11.5,17.4,2.0,,,5.0,,,
2014-02-05,14.4,10.4,19.8,0.0,,218.0,8.4,,,
2014-02-06,14.2,9.6,19.4,0.0,,226.0,8.1,,,
2014-02-07,13.9,10.0,18.6,0.5,,145.0,7.4,,,
2014-02-08,13.5,8.0,19.6,0.0,,218.0,8.4,,,
2014-02-09,15.2,12.0,18.7,0.0,,210.0,12.4,,,
2014-02-10,13.7,10.0,16.0,9.9,,330.0,14.5,,,
2014-02-11,11.9,7.0,16.4,0.0,,232.0,6.2,,,
2014-02-12,15.3,11.4,20.0,0.0,,232.0,6.7,,,
2014-02-13,15.9,12.7,20.2,0.0,,94.0,5.7,,,
2014-02-14,15.3,11.0,20.0,0.0,,256.0,7.8,,,
2014-02-15,14.8,11.4,20.0,0.0,,253.0,13.5,,,
2014-02-16,13.1,11.0,15.1,11.9,,36.0,11.0,,,
2014-02-17,12.8,9.0,15.0,0.0,,298.0,6.5,,,
2014-02-18,12.8,9.0,15.6,5.1,,270.0,9.0,,,
2014-02-19,14.0,11.0,16.1,5.1,,356.0,6.1,,,
2014-02-20,13.1,8.9,17.7,0.0,,91.0,7.4,,,
2014-02-21,13.2,9.0,18.0,0.0,,144.0,8.0,,,
2014-02-22,13.2,10.6,16.0,1.0,,51.0,11.3,,,
2014-02-23,13.6,7.0,21.0,0.0,,211.0,9.2,,,
2014-02-24,13.8,11.6,17.0,2.0,,246.0,8.0,,,
2014-02-25,12.9,8.0,17.0,1.0,,91.0,8.0,,,
2014-02-26,13.9,10.0,18.0,0.0,,72.0,9.2,,,
2014-02-27,13.0,8.5,17.7,0.0,,68.0,7.9,,,
2014-02-28,14.2,9.5,18.5,0.0,,63.0,6.7,,,
2014-03-01,15.1,12.0,18.3,0.0,,262.0,8.3,,,
2014-03-02,15.2,14.6,16.7,0.3,,264.0,9.1,,,
2014-03-03,15.1,13.0,17.1,3.0,,326.0,7.1,,,
2014-03-04,14.6,13.3,17.0,1.0,,38.0,11.4,,,
2014-03-05,13.9,9.0,17.5,0.0,,69.0,10.7,,,
2014-03-06,14.2,9.8,17.0,0.0,,58.0,8.5,,,
2014-03-07,15.6,8.0,22.3,0.0,,110.0,4.4,,,
2014-03-08,19.7,12.0,31.2,0.0,,159.0,3.7,,,
2014-03-09,21.1,18.6,26.4,0.0,,141.0,10.7,,,
2014-03-10,17.2,15.8,19.4,0.0,,266.0,8.6,,,
2014-03-11,16.2,14.0,19.6,0.0,,249.0,7.8,,,
2014-03-12,15.2,12.0,19.0,0.0,,350.0,4.9,,,
2014-03-13,14.5,9.0,18.5,0.0,,,7.8,,,
2014-03-14,14.8,11.0,18.0,0.0,,33.0,7.6,,,
2014-03-15,14.7,9.0,19.8,0.0,,64.0,8.8,,,
2014-03-16,14.4,8.0,19.6,0.0,,83.0,6.7,,,
2014-03-17,15.9,9.3,22.0,0.0,,60.0,5.3,,,
2014-03-18,16.2,12.6,21.1,0.0,,36.0,5.7,,,
2014-03-19,15.5,11.6,18.5,0.0,,17.0,6.6,,,
2014-03-20,15.7,13.0,18.2,0.0,,341.0,8.5,,,
2014-03-21,14.6,9.9,18.5,,,67.0,9.0,,,
2014-03-22,15.6,10.1,19.5,0.0,,20.0,7.8,,,
2014-03-23,15.1,13.0,16.8,0.0,,31.0,11.5,,,
2014-03-24,14.2,8.0,18.1,0.0,,57.0,8.7,,,
2014-03-25,15.8,14.0,18.6,0.0,,43.0,11.6,,,
2014-03-26,14.9,13.8,18.6,0.0,,5.0,10.8,,,
2014-03-27,13.3,9.0,16.5,0.0,,277.0,9.4,,,
2014-03-28,11.3,10.0,13.0,4.1,,184.0,9.3,,,
2014-03-29,12.7,9.0,17.0,4.1,,277.0,8.5,,,
2014-03-30,14.9,10.0,19.8,4.1,,233.0,11.0,,,
2014-03-31,15.9,10.6,23.5,0.0,,208.0,10.7,,,
2014-04-01,18.1,13.0,24.4,0.0,,217.0,11.8,,,
2014-04-02,14.0,12.0,18.0,10.9,,227.0,13.1,,,
2014-04-03,13.9,12.0,17.2,20.1,,261.0,11.4,,,
2014-04-04,14.1,9.0,18.6,7.9,,88.0,8.5,,,
2014-04-05,15.8,11.8,20.2,0.0,,57.0,10.8,,,
2014-04-06,18.3,14.0,23.7,0.0,,53.0,9.5,,,
2014-04-07,18.6,13.0,24.3,0.0,,64.0,5.8,,,
2014-04-08,23.4,15.4,32.3,0.0,,82.0,5.9,,,
2014-04-09,23.6,19.9,30.6,0.0,,120.0,5.6,,,
2014-04-10,20.3,18.0,22.5,0.0,,19.0,5.8,,,
2014-04-11,17.9,16.0,20.5,0.0,,354.0,6.5,,,
2014-04-12,17.1,15.0,20.1,0.0,,6.0,7.1,,,
2014-04-13,17.5,14.4,20.5,0.0,,53.0,11.0,,,
2014-04-14,18.9,17.0,21.2,0.0,,276.0,12.5,,,
2014-04-15,17.8,15.0,21.3,0.0,,307.0,7.9,,,
2014-04-16,17.9,16.8,21.0,0.0,,25.0,12.1,,,
2014-04-17,17.9,16.6,20.5,0.0,,342.0,8.0,,,
2014-04-18,18.1,16.8,20.2,0.0,,339.0,9.2,,,
2014-04-19,17.4,16.0,19.5,0.0,,307.0,6.4,,,
2014-04-20,17.9,14.0,24.0,0.0,,227.0,15.1,,,
2014-04-21,16.9,15.0,20.5,0.5,,238.0,11.4,,,
2014-04-22,16.6,12.3,20.9,4.1,,252.0,9.2,,,
2014-04-23,17.4,13.5,20.5,0.0,,35.0,6.7,,,
2014-04-24,17.8,15.0,21.2,0.0,,13.0,9.8,,,
2014-04-25,16.8,13.0,20.0,0.0,,48.0,12.8,,,
2014-04-26,17.3,11.9,21.2,0.0,,58.0,11.6,,,
2014-04-27,17.8,14.4,21.4,0.0,,60.0,11.1,,,
2014-04-28,17.8,12.6,21.8,0.0,,44.0,8.8,,,
2014-04-29,18.3,14.0,21.6,0.0,,13.0,9.3,,,
2014-04-30,18.7,15.3,21.3,0.0,,353.0,7.0,,,
2014-05-01,19.1,14.8,22.7,0.0,,,7.3,,,
2014-05-02,20.2,15.8,25.5,0.0,,4.0,8.9,,,
2014-05-03,20.1,16.2,23.0,0.0,,304.0,10.1,,,
2014-05-04,19.6,14.3,23.1,0.0,,329.0,7.3,,,
2014-05-05,20.3,16.3,24.3,0.0,,,5.6,,,
2014-05-06,20.3,18.0,23.5,,,276.0,8.5,,,
2014-05-07,19.9,18.0,22.8,0.0,,348.0,9.0,,,
2014-05-08,19.5,17.4,23.0,0.0,,9.0,9.8,,,
2014-05-09,19.2,16.0,22.2,0.0,,50.0,6.5,,,
2014-05-10,20.4,17.7,23.0,0.0,,353.0,8.2,,,
2014-05-11,20.8,17.0,25.0,0.0,,11.0,8.7,,,
2014-05-12,21.6,17.8,26.5,0.0,,31.0,7.1,,,
2014-05-13,22.6,20.0,26.2,0.0,,38.0,7.1,,,
2014-05-14,25.2,17.0,33.0,0.0,,22.0,4.5,,,
2014-05-15,22.8,20.0,28.0,0.0,,292.0,9.1,,,
2014-05-16,20.9,19.4,23.5,0.0,,296.0,10.2,,,
2014-05-17,20.2,18.6,22.5,0.0,,321.0,12.9,,,
2014-05-18,20.8,18.0,24.0,,,,6.2,,,
2014-05-19,20.5,17.9,23.0,0.0,,274.0,11.9,,,
2014-05-20,19.8,17.4,22.5,0.0,,262.0,12.0,,,
2014-05-21,18.6,16.0,21.2,1.0,,253.0,13.6,,,
2014-05-22,18.7,14.9,21.5,7.9,,314.0,9.7,,,
2014-05-23,18.3,16.0,21.0,0.0,,42.0,10.7,,,
2014-05-24,18.1,16.0,21.0,0.0,,6.0,12.1,,,
2014-05-25,17.7,15.2,20.5,,,18.0,11.8,,,
2014-05-26,18.0,15.6,20.8,0.0,,24.0,12.8,,,
2014-05-27,18.2,16.0,21.0,0.0,,2.0,10.9,,,
2014-05-28,19.6,17.0,25.0,0.0,,19.0,11.1,,,
2014-05-29,19.5,17.6,22.5,0.0,,31.0,12.8,,,
2014-05-30,19.6,18.0,22.4,0.0,,31.0,12.2,,,
2014-05-31,19.2,15.3,22.0,0.0,,14.0,10.9,,,
2014-06-01,20.2,17.0,23.0,0.0,,333.0,9.6,,,
2014-06-02,21.4,17.3,26.0,0.0,,36.0,12.4,,,
2014-06-03,20.4,16.6,23.6,0.0,,7.0,10.5,,,
2014-06-04,19.2,16.6,21.5,0.0,,12.0,9.5,,,
2014-06-05,19.8,17.5,24.6,0.0,,30.0,8.4,,,
2014-06-06,19.9,18.0,22.5,0.0,,283.0,8.9,,,
2014-06-07,19.8,15.6,24.3,0.0,,324.0,8.0,,,
2014-06-08,20.3,17.6,23.4,0.0,,24.0,9.3,,,
2014-06-09,20.2,17.2,23.5,0.0,,23.0,11.3,,,
2014-06-10,20.1,18.0,23.0,0.0,,20.0,10.8,,,
2014-06-11,20.9,18.0,24.0,0.0,,4.0,9.0,,,
2014-06-12,22.7,20.0,26.4,0.0,,289.0,7.3,,,
2014-06-13,24.8,19.5,30.5,0.0,,291.0,5.9,,,
2014-06-14,23.9,19.9,28.0,0.0,,289.0,7.8,,,
2014-06-15,21.8,19.4,24.6,0.0,,260.0,12.9,,,
2014-06-16,21.5,20.0,24.0,0.0,,265.0,11.8,,,
2014-06-17,21.3,20.0,24.0,0.0,,293.0,9.4,,,
2014-06-18,21.3,19.7,24.0,0.0,,340.0,7.3,,,
2014-06-19,20.8,19.0,24.5,0.0,,7.0,6.9,,,
2014-06-20,20.7,17.0,24.0,0.0,,354.0,7.8,,,
2014-06-21,21.0,15.6,25.5,0.0,,282.0,11.5,,,
2014-06-22,21.4,17.6,25.4,0.0,,293.0,9.5,,,
2014-06-23,21.3,18.4,25.4,0.0,,238.0,12.6,,,
2014-06-24,20.7,17.7,23.5,0.0,,272.0,12.2,,,
2014-06-25,21.1,18.0,24.0,0.0,,7.0,9.8,,,
2014-06-26,21.4,19.8,24.4,0.0,,23.0,12.9,,,
2014-06-27,22.3,20.2,25.3,0.0,,33.0,11.8,,,
2014-06-28,22.0,19.6,24.8,0.0,,359.0,8.4,,,
2014-06-29,22.1,20.6,24.6,0.0,,27.0,11.8,,,
2014-06-30,21.8,18.0,25.5,0.0,,26.0,9.0,,,
2014-07-01,21.5,19.3,24.2,0.0,,14.0,10.6,,,
2014-07-02,21.1,18.0,23.9,3.0,,9.0,10.9,,,
2014-07-03,21.2,19.0,24.2,0.0,,15.0,10.1,,,
2014-07-04,21.3,17.8,25.0,0.0,,29.0,9.1,,,
2014-07-05,21.7,20.0,24.0,0.0,,338.0,9.6,,,
2014-07-06,21.9,20.6,24.9,0.0,,359.0,10.8,,,
2014-07-07,21.7,20.0,24.7,0.0,,26.0,11.6,,,
2014-07-08,22.1,18.8,25.4,0.0,,31.0,9.0,,,
2014-07-09,22.6,19.0,25.6,0.0,,341.0,7.7,,,
2014-07-10,22.6,20.0,26.0,0.0,,323.0,7.1,,,
2014-07-11,22.7,20.0,25.5,0.0,,311.0,6.6,,,
2014-07-12,21.7,19.9,,0.0,,,,,,
2014-07-13,22.1,20.0,25.4,0.0,,313.0,9.1,,,
2014-07-14,22.4,19.2,25.0,0.0,,7.0,8.6,,,
2014-07-15,23.4,20.6,26.4,0.0,,18.0,8.0,,,
2014-07-16,24.4,21.8,27.6,0.0,,308.0,8.8,,,
2014-07-17,23.3,22.0,27.5,0.0,,293.0,9.4,,,
2014-07-18,22.6,21.0,24.5,0.0,,332.0,8.9,,,
2014-07-19,22.7,20.4,25.0,0.0,,10.0,8.5,,,
2014-07-20,22.4,21.0,25.3,0.0,,23.0,11.8,,,
2014-07-21,23.1,20.4,26.4,0.0,,28.0,11.3,,,
2014-07-22,23.2,20.6,26.6,0.0,,351.0,8.1,,,
2014-07-23,22.6,21.0,26.0,0.0,,322.0,9.0,,,
2014-07-24,22.3,20.5,24.5,0.0,,336.0,11.2,,,
2014-07-25,22.3,21.0,24.7,0.0,,356.0,11.6,,,
2014-07-26,22.3,20.9,25.2,0.0,,357.0,8.9,,,
2014-07-27,22.5,20.4,25.6,0.0,,347.0,10.1,,,
2014-07-28,23.2,21.0,25.5,0.0,,358.0,9.9,,,
2014-07-29,23.0,20.6,25.8,0.0,,343.0,7.8,,,
2014-07-30,22.2,20.0,25.1,0.0,,352.0,8.3,,,
2014-07-31,22.4,20.7,25.5,0.0,,345.0,9.2,,,
2014-08-01,22.8,20.4,25.5,0.0,,308.0,9.1,,,
2014-08-02,23.1,20.0,26.0,0.0,,359.0,12.2,,,
2014-08-03,22.8,21.0,25.0,0.0,,33.0,12.2,,,
2014-08-04,22.7,21.0,25.4,0.0,,359.0,9.5,,,
2014-08-05,23.4,20.6,26.0,0.0,,29.0,13.3,,,
2014-08-06,23.3,20.8,26.2,0.0,,8.0,10.9,,,
2014-08-07,22.9,20.0,26.3,0.0,,2.0,10.2,,,
2014-08-08,23.1,21.2,26.2,0.0,,347.0,10.3,,,
2014-08-09,23.2,22.0,25.6,0.0,,7.0,9.4,,,
2014-08-10,23.3,21.8,26.0,0.0,,19.0,11.1,,,
2014-08-11,23.5,21.4,27.0,0.0,,20.0,11.0,,,
2014-08-12,23.0,21.3,26.0,0.0,,4.0,11.3,,,
2014-08-13,23.6,21.0,26.6,0.0,,25.0,10.5,,,
2014-08-14,23.5,20.0,26.6,0.0,,14.0,13.1,,,
2014-08-15,23.7,20.0,27.2,0.0,,23.0,9.2,,,
2014-08-16,23.8,21.0,27.4,0.0,,12.0,10.4,,,
2014-08-17,23.9,21.9,26.5,0.0,,300.0,7.7,,,
2014-08-18,23.9,21.8,26.5,0.0,,269.0,12.0,,,
2014-08-19,22.6,21.0,25.4,0.0,,3.0,10.4,,,
2014-08-20,22.4,19.6,25.8,0.0,,39.0,10.6,,,
2014-08-21,23.2,20.3,26.4,0.0,,22.0,8.7,,,
2014-08-22,22.9,21.2,25.6,0.0,,21.0,9.8,,,
2014-08-23,22.9,19.8,26.2,0.0,,24.0,9.6,,,
2014-08-24,23.1,19.5,26.0,0.0,,22.0,9.1,,,
2014-08-25,24.1,22.0,27.5,0.0,,8.0,9.0,,,
2014-08-26,24.1,21.5,27.5,0.0,,14.0,9.1,,,
2014-08-27,25.1,21.9,29.5,0.0,,20.0,8.1,,,
2014-08-28,24.3,21.8,28.4,0.0,,13.0,8.9,,,
2014-08-29,24.3,22.0,27.9,0.0,,14.0,10.2,,,
2014-08-30,23.3,20.8,27.7,0.0,,6.0,8.9,,,
2014-08-31,23.2,21.0,26.2,,,6.0,9.3,,,
2014-09-01,23.3,21.6,25.6,0.0,,317.0,8.1,,,
2014-09-02,23.1,22.0,25.3,0.0,,312.0,8.2,,,
2014-09-03,23.7,22.0,26.5,,,21.0,10.6,,,
2014-09-04,23.7,21.2,26.6,0.0,,36.0,10.1,,,
2014-09-05,23.4,20.5,26.4,0.0,,28.0,9.0,,,
2014-09-06,23.7,21.6,26.2,0.0,,30.0,7.1,,,
2014-09-07,23.6,20.5,27.4,0.0,,351.0,7.7,,,
2014-09-08,23.8,20.4,27.4,0.0,,353.0,7.9,,,
2014-09-09,23.7,21.0,26.4,0.0,,12.0,7.7,,,
2014-09-10,23.6,19.6,27.0,0.0,,322.0,7.5,,,
2014-09-11,24.3,21.8,27.4,0.0,,291.0,9.8,,,
2014-09-12,23.5,20.4,26.0,0.0,,22.0,9.3,,,
2014-09-13,23.7,21.5,26.4,0.0,,43.0,11.2,,,
2014-09-14,23.0,20.0,26.7,0.0,,331.0,6.8,,,
2014-09-15,23.1,19.6,26.5,0.0,,,7.0,,,
2014-09-16,24.3,21.0,28.0,0.0,,251.0,13.6,,,
2014-09-17,23.9,21.6,27.5,0.0,,244.0,10.9,,,
2014-09-18,23.5,21.4,26.0,0.0,,250.0,8.0,,,
2014-09-19,23.3,21.0,26.5,0.0,,254.0,8.2,,,
2014-09-20,22.7,20.6,26.6,0.0,,30.0,5.6,,,
2014-09-21,21.7,20.0,24.6,3.0,,342.0,2.8,,,
2014-09-22,22.4,20.0,25.7,13.0,,,9.7,,,
2014-09-23,21.6,17.9,25.1,0.0,,,9.4,,,
2014-09-24,21.9,18.5,25.6,0.0,,253.0,12.1,,,
2014-09-25,22.0,19.0,25.0,,,333.0,8.0,,,
2014-09-26,22.0,19.6,24.6,0.0,,30.0,6.1,,,
2014-09-27,22.6,20.9,25.3,0.0,,321.0,4.6,,,
2014-09-28,22.3,20.4,25.4,0.0,,260.0,7.1,,,
2014-09-29,22.1,18.0,25.5,0.0,,27.0,9.8,,,
2014-09-30,23.1,20.0,25.6,0.0,,23.0,9.8,,,
2014-10-01,24.0,22.6,26.4,0.0,,324.0,5.3,,,
2014-10-02,23.7,20.0,26.5,,,326.0,6.9,,,
2014-10-03,23.6,20.0,27.0,0.0,,,5.5,,,
2014-10-04,23.1,21.0,26.0,0.0,,342.0,8.0,,,
2014-10-05,22.6,20.0,26.0,0.0,,9.0,9.6,,,
2014-10-06,21.4,20.0,23.8,0.0,,28.0,11.9,,,
2014-10-07,21.2,15.4,24.6,0.0,,69.0,12.9,,,
2014-10-08,21.5,18.5,24.5,0.0,,60.0,8.8,,,
2014-10-09,21.8,18.4,25.8,0.0,,286.0,8.8,,,
2014-10-10,22.2,18.6,27.0,0.0,,232.0,8.2,,,
2014-10-11,22.1,19.0,25.8,0.0,,262.0,8.0,,,
2014-10-12,20.7,17.5,24.1,7.9,,239.0,18.1,,,
2014-10-13,19.3,15.0,24.0,0.5,,238.0,10.3,,,
2014-10-14,20.1,17.0,24.4,2.0,,233.0,9.9,,,
2014-10-15,20.8,16.0,25.1,0.0,,186.0,10.1,,,
2014-10-16,21.3,17.0,25.1,0.0,,73.0,8.8,,,
2014-10-17,21.5,18.0,25.6,0.0,,52.0,9.1,,,
2014-10-18,21.8,19.0,25.3,0.0,,69.0,5.3,,,
2014-10-19,23.8,18.9,29.5,0.0,,67.0,4.0,,,
2014-10-20,26.1,23.0,35.4,0.0,,179.0,6.5,,,
2014-10-21,23.4,18.0,30.0,0.0,,,5.8,,,
2014-10-22,23.1,18.0,30.0,0.0,,48.0,7.3,,,
2014-10-23,23.0,17.9,27.3,0.0,,273.0,5.8,,,
2014-10-24,21.0,17.7,25.4,,,243.0,8.9,,,
2014-10-25,20.6,16.8,24.6,0.0,,190.0,8.0,,,
2014-10-26,20.1,15.4,25.5,0.0,,,2.0,,,
2014-10-27,22.1,16.0,28.5,0.0,,78.0,4.8,,,
2014-10-28,26.1,19.4,31.6,0.0,,152.0,17.0,,,
2014-10-29,26.5,21.8,30.8,,,80.0,16.0,,,
2014-10-30,24.3,19.0,31.0,0.0,,,10.8,,,
2014-10-31,21.8,17.0,29.6,0.0,,,8.8,,,
2014-11-01,20.9,15.0,25.8,0.0,,69.0,9.6,,,
2014-11-02,20.4,18.0,23.3,0.0,,,8.9,,,
2014-11-03,20.7,18.0,25.2,4.1,,,7.6,,,
2014-11-04,18.5,17.6,20.0,0.0,,,,,,
2014-11-05,17.7,13.3,21.0,31.0,,319.0,6.1,,,
2014-11-06,17.6,14.0,22.0,9.9,,210.0,4.1,,,
2014-11-07,18.1,13.8,23.5,0.0,,150.0,5.0,,,
2014-11-08,18.3,15.0,22.5,0.0,,242.0,7.2,,,
2014-11-09,17.6,15.0,19.5,16.0,,286.0,7.9,,,
2014-11-10,16.7,12.6,20.5,6.1,,243.0,5.5,,,
2014-11-11,18.3,15.0,22.8,0.0,,226.0,8.4,,,
2014-11-12,19.1,17.2,22.4,5.1,,232.0,5.2,,,
2014-11-13,19.5,16.6,24.4,2.0,,237.0,7.6,,,
2014-11-14,19.2,16.3,25.0,0.0,,225.0,11.8,,,
2014-11-15,18.1,16.5,20.0,20.1,,202.0,5.9,,,
2014-11-16,17.2,14.1,20.3,0.8,,110.0,5.8,,,
2014-11-17,16.3,12.0,20.0,0.0,,87.0,8.5,,,
2014-11-18,16.6,12.0,21.2,0.0,,169.0,5.2,,,
2014-11-19,18.6,13.8,25.6,0.0,,133.0,3.5,,,
2014-11-20,19.6,16.0,25.0,0.0,,56.0,7.2,,,
2014-11-21,19.7,16.7,23.8,2.0,,73.0,6.5,,,
2014-11-22,19.2,16.6,22.0,0.0,,135.0,5.5,,,
2014-11-23,19.1,16.5,22.0,0.5,,,7.0,,,
2014-11-24,16.4,14.0,20.0,17.0,,213.0,10.4,,,
2014-11-25,16.7,12.5,20.5,7.1,,224.0,6.3,,,
2014-11-26,17.5,14.0,21.5,0.0,,211.0,7.3,,,
2014-11-27,16.1,14.3,19.6,13.0,,225.0,14.0,,,
2014-11-28,14.7,13.0,19.4,24.9,,191.0,30.5,,,
2014-11-29,14.4,11.5,18.4,15.0,,211.0,24.0,,,
2014-11-30,14.1,12.8,20.4,7.9,,216.0,27.0,,,
2014-12-01,16.3,13.0,20.0,41.9,,235.0,13.1,,,
2014-12-02,16.5,13.0,19.7,0.0,,232.0,15.5,,,
2014-12-03,15.8,14.3,19.0,2.0,,225.0,18.8,,,
2014-12-04,15.6,13.8,19.0,18.0,,235.0,17.8,,,
2014-12-05,14.1,11.8,18.3,2.0,,,11.1,,,
2014-12-06,14.3,10.0,19.0,0.0,,,7.0,,,
2014-12-07,13.3,10.0,18.0,0.0,,62.0,12.8,,,
2014-12-08,12.6,8.9,17.2,0.0,,75.0,8.9,,,
2014-12-09,13.1,7.6,18.1,0.0,,60.0,11.5,,,
2014-12-10,14.5,10.3,18.2,0.0,,64.0,12.3,,,
2014-12-11,13.1,10.0,17.4,0.0,,168.0,7.2,,,
2014-12-12,14.5,9.6,20.1,0.0,,198.0,14.8,,,
2014-12-13,15.2,13.0,20.0,0.0,,207.0,26.2,,,
2014-12-14,12.0,10.0,14.6,18.0,,212.0,30.0,,,
2014-12-15,15.1,11.6,16.5,30.0,,272.0,13.2,,,
2014-12-16,14.2,10.5,17.3,7.9,,221.0,15.1,,,
2014-12-17,16.1,13.0,19.9,6.1,,112.0,10.6,,,
2014-12-18,14.2,11.0,18.0,0.0,,57.0,10.0,,,
2014-12-19,13.1,10.0,18.0,0.3,,,,,,
2014-12-20,12.6,10.4,14.5,0.0,,,,,,
2014-12-21,13.3,11.9,16.0,0.0,,,,,,
2014-12-22,12.9,10.5,15.4,0.0,,,,,,
2014-12-23,13.8,12.0,16.6,0.3,,,,,,
2014-12-24,13.5,10.0,18.0,0.0,,,,,,
2014-12-25,13.8,11.0,18.0,0.0,,,,,,
2014-12-26,12.8,9.0,17.0,0.0,,67.0,10.1,,,
2014-12-27,12.3,7.5,17.0,,,,,,,
2014-12-28,13.0,9.5,17.2,0.0,,153.0,9.0,,,
2014-12-29,13.3,11.0,17.0,0.0,,137.0,9.5,,,
2014-12-30,12.0,8.8,15.5,2.0,,55.0,9.4,,,
2014-12-31,12.5,6.4,17.6,0.0,,196.0,9.8,,,
2015-01-01,11.6,6.8,17.0,0.0,,87.0,8.6,,,
2015-01-02,11.7,6.9,18.0,0.0,,,7.9,,,
2015-01-03,12.1,6.4,18.4,0.0,,177.0,8.0,,,
2015-01-04,12.5,7.9,18.3,0.0,,202.0,10.0,,,
2015-01-05,11.9,6.0,17.4,0.0,,167.0,7.7,,,
2015-01-06,13.3,10.0,18.0,0.0,,151.0,7.0,,,
2015-01-07,12.4,9.0,17.7,0.0,,,9.1,,,
2015-01-08,12.3,8.0,16.1,0.0,,68.0,10.1,,,
2015-01-09,13.3,7.4,21.4,0.0,,,6.0,,,
2015-01-10,14.6,10.0,20.2,0.0,,177.0,7.7,,,
2015-01-11,14.3,9.9,17.3,0.0,,84.0,6.2,,,
2015-01-12,15.4,12.0,20.8,0.0,,,,,,
