time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2000-01-01,11.2,6.0,16.4,0.0,,,3.7,,,
2000-01-02,11.8,5.8,18.0,0.0,,,5.4,,,
2000-01-03,12.8,5.9,17.4,0.0,,,4.5,,,
2000-01-04,13.8,10.0,17.5,0.0,,,3.1,,,
2000-01-05,11.9,7.0,18.0,0.0,,,5.0,,,
2000-01-06,12.5,6.5,19.0,0.0,,138.0,3.8,,,
2000-01-07,11.8,7.2,17.2,0.0,,185.0,3.0,,,
2000-01-08,11.5,5.5,17.2,0.0,,,6.0,,,
2000-01-09,11.1,6.0,16.2,0.0,,,4.2,,,
2000-01-10,11.4,6.0,15.0,2.0,,186.0,7.7,,,
2000-01-11,8.7,3.9,14.0,2.0,,,3.7,,,
2000-01-12,9.6,4.5,15.3,0.0,,,3.4,,,
2000-01-13,10.8,4.0,17.0,0.0,,261.0,7.1,,,
2000-01-14,11.0,9.0,14.5,13.0,,276.0,9.6,,,
2000-01-15,10.7,7.0,14.3,18.0,,255.0,10.2,,,
2000-01-16,10.9,8.0,13.7,0.0,,229.0,5.4,,,
2000-01-17,14.3,10.8,20.3,6.1,,145.0,6.6,,,
2000-01-18,12.2,8.0,18.0,0.0,,,2.8,,,
2000-01-19,12.1,8.0,17.0,,,,3.7,,,
2000-01-20,11.4,6.6,16.5,,,,4.3,,,
2000-01-21,10.6,5.0,16.1,,,,4.1,,,
2000-01-22,11.7,6.8,16.4,,,,4.8,,,
2000-01-23,11.6,7.0,17.0,,,,3.8,,,
2000-01-24,11.8,6.5,17.0,,,122.0,5.0,,,
2000-01-25,12.3,6.5,17.0,,,160.0,7.9,,,
2000-01-26,14.0,10.6,17.4,,,249.0,7.8,,,
2000-01-27,12.7,8.0,17.0,,,,5.8,,,
2000-01-28,13.1,7.5,18.0,,,203.0,3.4,,,
2000-01-29,14.3,11.5,17.5,,,59.0,5.2,,,
2000-01-30,14.9,11.2,21.2,,,87.0,7.8,,,
2000-01-31,17.8,11.7,27.0,,,156.0,4.6,,,
2000-02-01,17.6,11.0,25.3,,,190.0,3.3,,,
2000-02-02,15.6,10.5,21.0,,,131.0,8.3,,,
2000-02-03,14.9,10.7,24.4,,,62.0,12.9,,,
2000-02-04,13.6,9.0,18.0,,,,3.1,,,
2000-02-05,13.1,8.0,19.0,,,,1.7,,,
2000-02-06,14.7,12.6,17.4,,,,2.7,,,
2000-02-07,14.1,10.0,17.5,,,79.0,7.9,,,
2000-02-08,14.8,11.0,17.4,,,98.0,10.6,,,
2000-02-09,14.6,12.6,17.0,,,108.0,12.4,,,
2000-02-10,14.4,10.0,18.0,,,101.0,7.5,,,
2000-02-11,13.9,8.6,18.0,,,73.0,5.6,,,
2000-02-12,14.7,8.5,18.2,,,67.0,5.9,,,
2000-02-13,15.0,12.5,18.0,,,93.0,11.0,,,
2000-02-14,13.9,8.8,18.1,,,,3.9,,,
2000-02-15,14.3,9.4,18.0,,,56.0,5.3,,,
2000-02-16,14.6,10.9,18.0,,,,4.4,,,
2000-02-17,14.4,9.4,17.2,,,69.0,12.8,,,
2000-02-18,14.4,9.0,18.2,,,102.0,6.1,,,
2000-02-19,13.4,8.7,18.2,,,,4.5,,,
2000-02-20,14.0,9.0,17.6,,,,7.1,,,
2000-02-21,15.0,9.7,17.7,,,,9.5,,,
2000-02-22,15.7,13.0,18.5,,,55.0,6.5,,,
2000-02-23,15.3,11.0,18.1,,,101.0,8.7,,,
2000-02-24,15.6,10.0,20.0,,,,5.3,,,
2000-02-25,16.7,11.6,23.0,,,,4.4,,,
2000-02-26,15.4,11.0,19.2,,,,6.9,,,
2000-02-27,15.7,12.7,18.0,,,344.0,6.1,,,
2000-02-28,16.3,14.6,18.5,,,32.0,6.3,,,
2000-02-29,16.1,13.0,19.0,,,56.0,5.6,,,
2000-03-01,15.9,12.0,19.0,,,72.0,9.1,,,
2000-03-02,14.3,9.0,18.0,,,111.0,9.7,,,
2000-03-03,14.9,11.0,19.0,,,,4.7,,,
2000-03-04,15.4,9.5,21.3,,,,5.0,,,
2000-03-05,16.9,12.0,21.5,,,,6.3,,,
2000-03-06,19.7,13.6,27.6,,,73.0,11.8,,,
2000-03-07,22.5,17.5,31.0,,,118.0,8.1,,,
2000-03-08,22.6,16.0,31.2,,,127.0,7.5,,,
2000-03-09,23.4,18.6,32.0,,,113.0,4.7,,,
2000-03-10,22.3,17.2,30.0,,,279.0,4.9,,,
2000-03-11,17.6,16.0,20.0,,,,4.2,,,
2000-03-12,16.9,12.2,20.5,,,,5.1,,,
2000-03-13,16.5,11.1,22.6,,,58.0,9.8,,,
2000-03-14,16.6,13.5,19.0,,,101.0,11.8,,,
2000-03-15,17.7,13.0,22.0,,,97.0,15.7,,,
2000-03-16,17.6,13.8,21.6,,,48.0,10.5,,,
2000-03-17,16.1,10.6,20.1,,,,4.6,,,
2000-03-18,16.1,11.3,19.7,,,320.0,13.1,,,
2000-03-19,15.2,10.0,19.0,,,260.0,4.9,,,
2000-03-20,15.3,9.4,19.3,,,,6.4,,,
2000-03-21,15.8,12.0,19.3,,,284.0,7.3,,,
2000-03-22,15.5,12.0,19.4,,,282.0,12.3,,,
2000-03-23,15.0,10.5,19.4,,,,,,,
2000-03-24,15.2,10.3,18.5,,,90.0,7.1,,,
2000-03-25,15.1,9.8,18.5,,,67.0,9.0,,,
2000-03-26,16.5,12.5,19.0,,,96.0,13.0,,,
2000-03-27,16.2,11.0,20.0,,,,8.5,,,
2000-03-28,14.8,9.5,18.4,,,,6.0,,,
2000-03-29,14.3,10.0,18.6,,,,6.1,,,
2000-03-30,14.8,9.5,18.7,,,19.0,5.9,,,
2000-03-31,15.9,11.8,19.7,,,,7.3,,,
2000-04-01,16.9,10.8,21.4,,,,7.6,,,
2000-04-02,16.4,10.0,19.0,0.5,,284.0,17.9,,,
2000-04-03,12.1,10.6,14.8,8.9,,248.0,24.4,,,
2000-04-04,13.5,8.6,17.5,13.0,,,20.5,,,
2000-04-05,14.2,10.5,17.8,1.0,,123.0,6.7,,,
2000-04-06,16.4,11.0,21.5,0.8,,120.0,8.5,,,
2000-04-07,19.4,15.7,25.0,0.0,,269.0,14.5,,,
2000-04-08,17.7,14.3,22.0,0.8,,267.0,14.1,,,
2000-04-09,17.2,14.0,20.3,0.0,,285.0,13.3,,,
2000-04-10,16.5,13.5,19.6,0.0,,305.0,11.8,,,
2000-04-11,16.4,14.1,19.0,2.0,,25.0,7.9,,,
2000-04-12,15.3,11.2,18.0,0.0,,71.0,6.1,,,
2000-04-13,15.9,8.8,21.9,0.0,,259.0,13.5,,,
2000-04-14,17.6,14.3,24.6,,,250.0,23.9,,,
2000-04-15,19.4,14.5,22.6,,,285.0,18.4,,,
2000-04-16,17.4,14.0,20.0,6.1,,301.0,19.1,,,
2000-04-17,16.7,11.2,19.7,0.0,,155.0,11.5,,,
2000-04-18,16.7,12.3,20.0,0.0,,74.0,7.8,,,
2000-04-19,17.1,12.5,19.5,,,97.0,13.0,,,
2000-04-20,17.3,14.5,20.1,,,94.0,9.8,,,
2000-04-21,17.2,15.0,20.0,,,35.0,8.0,,,
2000-04-22,16.5,13.4,21.6,,,319.0,13.9,,,
2000-04-23,16.1,11.6,19.5,,,54.0,19.7,,,
2000-04-24,15.7,11.0,19.5,,,61.0,8.3,,,
2000-04-25,16.5,14.0,19.0,,,15.0,5.4,,,
2000-04-26,15.6,13.5,18.6,2.0,,256.0,7.1,,,
2000-04-27,14.9,12.1,18.2,6.1,,321.0,11.3,,,
2000-04-28,14.9,9.0,18.0,2.0,,,6.3,,,
2000-04-29,15.9,12.0,18.8,0.0,,29.0,9.8,,,
2000-04-30,16.1,13.0,19.0,0.0,,272.0,7.4,,,
2000-05-01,16.4,12.0,20.0,1.0,,258.0,8.4,,,
2000-05-02,16.7,11.8,21.0,0.0,,57.0,6.2,,,
2000-05-03,18.2,12.5,23.0,,,205.0,7.0,,,
2000-05-04,19.3,15.0,23.7,1.0,,289.0,12.1,,,
2000-05-05,19.1,15.3,22.2,0.0,,286.0,15.0,,,
2000-05-06,17.6,15.0,21.6,,,282.0,11.8,,,
2000-05-07,17.7,14.5,23.2,,,267.0,13.2,,,
2000-05-08,17.9,15.6,23.3,0.8,,283.0,13.0,,,
2000-05-09,17.3,13.2,20.2,0.0,,281.0,15.6,,,
2000-05-10,17.1,12.5,20.0,2.0,,345.0,7.1,,,
2000-05-11,17.6,13.2,20.0,0.0,,63.0,9.2,,,
2000-05-12,18.9,17.0,21.5,,,48.0,10.2,,,
2000-05-13,19.1,15.6,21.4,,,77.0,9.5,,,
2000-05-14,19.6,18.0,22.2,,,27.0,6.9,,,
2000-05-15,20.4,17.9,23.5,,,321.0,11.1,,,
2000-05-16,19.8,18.9,22.0,,,273.0,15.9,,,
2000-05-17,19.8,18.0,25.8,,,313.0,11.2,,,
2000-05-18,20.4,16.8,23.3,,,351.0,10.3,,,
2000-05-19,19.4,17.1,22.3,,,347.0,6.2,,,
2000-05-20,19.7,17.6,23.0,,,337.0,7.7,,,
2000-05-21,20.0,16.3,23.1,0.8,,321.0,14.5,,,
2000-05-22,19.4,16.0,22.5,0.0,,340.0,6.6,,,
2000-05-23,19.4,16.8,22.3,,,339.0,13.4,,,
2000-05-24,19.9,17.0,22.5,,,313.0,9.3,,,
2000-05-25,19.6,17.9,22.0,0.0,,50.0,9.6,,,
2000-05-26,19.7,18.0,22.2,0.0,,82.0,10.9,,,
2000-05-27,20.1,18.5,22.8,36.8,,85.0,12.2,,,
2000-05-28,20.1,18.5,26.6,,,31.0,18.8,,,
2000-05-29,20.4,16.5,23.0,,,36.0,19.0,,,
2000-05-30,21.0,16.8,25.4,,,25.0,6.1,,,
2000-05-31,21.6,18.0,25.7,,,,11.1,,,
2000-06-01,22.7,19.3,26.4,,,,9.2,,,
2000-06-02,22.0,17.8,33.0,,,33.0,15.2,,,
2000-06-03,21.4,19.2,24.0,,,341.0,8.5,,,
2000-06-04,21.3,19.6,23.3,,,359.0,8.8,,,
2000-06-05,20.8,19.0,23.5,,,82.0,11.0,,,
2000-06-06,21.3,17.8,24.6,,,94.0,11.4,,,
2000-06-07,22.8,16.5,28.3,,,36.0,4.5,,,
2000-06-08,21.3,19.0,23.6,,,304.0,14.9,,,
2000-06-09,20.5,18.0,23.2,,,0.0,9.7,,,
2000-06-10,19.4,17.1,21.6,,,47.0,17.7,,,
2000-06-11,20.1,14.5,22.5,,,86.0,11.0,,,
2000-06-12,21.1,18.3,24.0,,,74.0,9.7,,,
2000-06-13,22.2,17.5,26.3,,,42.0,6.8,,,
2000-06-14,23.8,18.4,29.0,,,13.0,6.5,,,
2000-06-15,21.4,18.5,24.1,,,291.0,8.3,,,
2000-06-16,21.3,18.8,24.9,,,304.0,8.3,,,
2000-06-17,21.2,17.0,24.1,,,321.0,7.2,,,
2000-06-18,21.3,17.2,24.0,,,94.0,7.1,,,
2000-06-19,21.7,19.7,24.5,,,21.0,6.5,,,
2000-06-20,21.4,14.0,24.3,,,67.0,9.3,,,
2000-06-21,21.5,19.5,24.2,,,81.0,11.2,,,
2000-06-22,21.9,20.0,24.8,,,86.0,11.6,,,
2000-06-23,21.0,19.5,23.4,,,48.0,9.4,,,
2000-06-24,20.7,19.5,23.0,,,357.0,7.1,,,
2000-06-25,21.7,18.8,24.4,,,318.0,7.4,,,
2000-06-26,21.7,18.9,24.1,,,349.0,5.9,,,
2000-06-27,22.2,20.4,24.2,,,86.0,12.3,,,
2000-06-28,21.8,20.0,23.8,,,86.0,13.0,,,
2000-06-29,22.6,20.0,25.2,,,68.0,9.1,,,
2000-06-30,22.3,19.0,25.6,,,58.0,6.6,,,
2000-07-01,22.3,20.0,24.8,,,63.0,8.1,,,
2000-07-02,22.0,20.5,24.5,,,58.0,7.6,,,
2000-07-03,22.0,20.0,24.7,,,70.0,9.9,,,
2000-07-04,21.6,19.1,24.0,,,83.0,12.7,,,
2000-07-05,22.1,18.6,25.2,,,34.0,8.6,,,
2000-07-06,22.7,18.9,26.0,,,20.0,7.2,,,
2000-07-07,23.3,21.0,27.3,,,70.0,10.3,,,
2000-07-08,22.3,20.0,25.0,0.8,,26.0,7.2,,,
2000-07-09,22.0,20.2,24.0,0.0,,359.0,7.8,,,
2000-07-10,22.1,18.8,26.8,,,337.0,15.0,,,
2000-07-11,21.3,19.2,23.5,0.8,,57.0,11.1,,,
2000-07-12,22.2,18.4,25.0,0.0,,55.0,8.2,,,
2000-07-13,22.9,18.6,26.5,,,303.0,9.8,,,
2000-07-14,22.7,19.0,26.0,,,303.0,5.9,,,
2000-07-15,23.7,19.5,27.0,,,347.0,5.7,,,
2000-07-16,24.1,20.5,27.3,,,299.0,10.6,,,
2000-07-17,22.7,21.0,25.0,,,312.0,11.3,,,
2000-07-18,22.6,20.6,25.0,,,,6.3,,,
2000-07-19,21.8,20.3,23.5,,,65.0,8.6,,,
2000-07-20,22.8,20.0,25.4,,,77.0,10.1,,,
2000-07-21,23.4,21.0,26.0,,,49.0,9.0,,,
2000-07-22,22.4,20.9,24.6,,,63.0,9.4,,,
2000-07-23,22.3,20.0,25.0,,,57.0,7.0,,,
2000-07-24,22.2,19.5,25.0,,,76.0,11.2,,,
2000-07-25,22.6,19.0,25.7,,,85.0,9.4,,,
2000-07-26,22.6,21.0,24.7,,,89.0,12.9,,,
2000-07-27,22.7,20.0,25.5,,,73.0,9.9,,,
2000-07-28,23.2,20.4,26.0,,,52.0,9.7,,,
2000-07-29,23.0,19.3,26.6,,,,5.4,,,
2000-07-30,26.0,20.0,32.0,,,32.0,6.1,,,
2000-07-31,32.7,27.1,46.2,,,120.0,13.7,,,
2000-08-01,31.0,25.0,39.0,,,22.0,6.3,,,
2000-08-02,26.0,23.1,31.6,,,,7.6,,,
2000-08-03,24.4,22.7,27.0,,,42.0,7.3,,,
2000-08-04,23.3,21.0,25.6,,,31.0,7.3,,,
2000-08-05,23.4,20.0,26.4,,,317.0,6.4,,,
2000-08-06,24.2,21.5,30.8,,,,10.6,,,
2000-08-07,24.9,21.5,27.7,,,320.0,6.8,,,
2000-08-08,24.8,22.5,27.2,,,313.0,10.1,,,
2000-08-09,24.2,21.8,27.0,,,309.0,10.5,,,
2000-08-10,24.2,21.8,27.1,,,,,,,
2000-08-11,23.4,21.8,26.0,,,347.0,7.5,,,
2000-08-12,23.1,21.0,25.5,,,59.0,9.0,,,
2000-08-13,23.3,21.0,25.8,,,77.0,10.5,,,
2000-08-14,24.0,21.7,31.2,,,42.0,17.8,,,
2000-08-15,24.9,20.7,28.0,,,14.0,5.3,,,
2000-08-16,25.8,21.1,29.6,,,8.0,10.8,,,
2000-08-17,24.6,22.4,34.2,,,334.0,11.7,,,
2000-08-18,24.2,20.5,27.1,,,,5.7,,,
2000-08-19,24.2,20.5,27.3,,,4.0,5.7,,,
2000-08-20,23.5,22.0,26.0,,,45.0,8.8,,,
2000-08-21,23.2,21.5,25.0,,,72.0,11.4,,,
2000-08-22,22.2,20.5,25.0,,,77.0,11.2,,,
2000-08-23,22.1,20.7,24.4,,,82.0,10.1,,,
2000-08-24,22.6,19.4,25.0,,,84.0,9.9,,,
2000-08-25,22.4,20.5,24.6,,,66.0,7.4,,,
2000-08-26,22.2,19.5,25.0,,,93.0,7.9,,,
2000-08-27,22.5,19.6,25.2,,,74.0,7.3,,,
2000-08-28,23.1,18.6,26.4,,,22.0,5.5,,,
2000-08-29,23.7,22.0,25.5,,,332.0,8.1,,,
2000-08-30,23.2,21.8,25.4,,,9.0,6.8,,,
2000-08-31,22.2,20.0,24.6,,,353.0,7.3,,,
2000-09-01,22.1,19.0,25.0,0.3,,311.0,8.9,,,
2000-09-02,21.8,18.2,25.0,0.0,,312.0,5.3,,,
2000-09-03,22.7,15.0,28.5,,,28.0,4.4,,,
2000-09-04,22.7,20.2,26.0,,,9.0,6.3,,,
2000-09-05,22.5,19.0,25.3,,,27.0,12.4,,,
2000-09-06,24.4,21.8,27.4,,,,5.2,,,
2000-09-07,24.3,20.9,28.4,,,,4.9,,,
2000-09-08,23.8,20.0,36.2,,,49.0,12.6,,,
2000-09-09,22.0,16.1,35.8,,,46.0,10.5,,,
2000-09-10,22.8,18.1,26.6,,,323.0,13.8,,,
2000-09-11,22.2,19.8,25.2,,,281.0,14.2,,,
2000-09-12,22.7,19.8,25.2,,,39.0,7.8,,,
2000-09-13,23.0,20.0,26.0,,,57.0,7.8,,,
2000-09-14,23.0,20.8,26.0,,,306.0,6.2,,,
2000-09-15,22.3,18.0,26.2,,,21.0,7.7,,,
2000-09-16,22.5,20.5,25.0,,,95.0,10.1,,,
2000-09-17,22.6,19.5,25.2,,,16.0,10.8,,,
2000-09-18,22.5,19.5,26.0,,,283.0,13.8,,,
2000-09-19,22.1,18.4,25.0,,,273.0,13.8,,,
2000-09-20,21.9,20.0,26.9,,,29.0,15.1,,,
2000-09-21,21.0,17.5,24.0,,,45.0,8.5,,,
2000-09-22,21.7,17.6,24.8,,,274.0,8.8,,,
2000-09-23,22.1,19.0,25.3,,,306.0,9.7,,,
2000-09-24,22.2,19.5,25.3,,,33.0,7.0,,,
2000-09-25,22.3,19.1,24.5,,,12.0,11.4,,,
2000-09-26,22.2,18.8,25.7,,,318.0,7.3,,,
2000-09-27,22.6,20.7,25.1,,,351.0,8.3,,,
2000-09-28,21.4,19.5,23.7,,,320.0,5.9,,,
2000-09-29,21.3,18.0,24.0,7.1,,310.0,7.0,,,
2000-09-30,20.7,18.8,23.0,0.0,,6.0,7.2,,,
2000-10-01,19.8,15.8,22.5,0.8,,185.0,4.4,,,
2000-10-02,20.3,16.5,24.3,0.0,,,10.1,,,
2000-10-03,21.4,18.5,24.2,,,56.0,14.5,,,
2000-10-04,20.6,16.0,25.4,,,,10.5,,,
2000-10-05,19.4,14.6,25.0,,,42.0,3.5,,,
2000-10-06,20.8,18.0,23.7,,,44.0,4.8,,,
2000-10-07,20.4,17.0,24.0,,,27.0,3.9,,,
2000-10-08,20.4,16.9,24.0,,,,4.0,,,
2000-10-09,20.3,17.0,24.5,,,311.0,4.3,,,
2000-10-10,20.3,16.7,23.0,,,13.0,11.5,,,
2000-10-11,20.9,17.8,23.7,,,346.0,7.5,,,
2000-10-12,18.1,15.0,20.0,,,307.0,12.2,,,
2000-10-13,16.3,12.6,20.0,,,304.0,7.4,,,
2000-10-14,16.7,12.5,21.0,,,254.0,6.0,,,
2000-10-15,17.4,14.0,22.0,,,274.0,5.6,,,
2000-10-16,18.2,14.0,23.0,,,202.0,6.6,,,
2000-10-17,19.2,16.8,22.0,,,41.0,9.3,,,
2000-10-18,18.8,14.0,23.0,,,,4.7,,,
2000-10-19,18.3,13.0,22.1,,,,3.4,,,
2000-10-20,17.9,15.9,22.3,,,232.0,8.6,,,
2000-10-21,17.2,14.0,19.2,29.0,,68.0,9.2,,,
2000-10-22,15.2,11.0,19.0,0.5,,130.0,3.8,,,
2000-10-23,16.2,12.0,19.5,0.0,,245.0,4.2,,,
2000-10-24,18.8,16.6,22.0,0.5,,284.0,6.6,,,
2000-10-25,18.0,14.0,21.2,0.0,,52.0,4.1,,,
2000-10-26,17.8,14.0,21.3,,,,7.0,,,
2000-10-27,18.4,15.6,21.3,,,106.0,9.9,,,
2000-10-28,19.0,16.0,22.2,,,12.0,5.1,,,
2000-10-29,18.6,15.0,21.3,,,,6.4,,,
2000-10-30,17.8,15.5,21.0,,,13.0,6.2,,,
2000-10-31,16.8,13.0,20.1,,,248.0,7.2,,,
2000-11-01,16.9,13.0,19.6,,,47.0,8.8,,,
2000-11-02,15.7,11.0,19.4,,,50.0,4.2,,,
2000-11-03,15.2,11.5,19.0,,,233.0,4.4,,,
2000-11-04,15.7,11.0,19.0,,,51.0,8.4,,,
2000-11-05,14.4,10.0,19.0,,,67.0,4.5,,,
2000-11-06,15.2,11.0,22.4,,,212.0,15.8,,,
2000-11-07,15.4,13.0,19.0,3.0,,70.0,4.4,,,
2000-11-08,15.7,7.0,18.7,0.0,,,13.2,,,
2000-11-09,15.2,11.0,18.4,,,105.0,8.7,,,
2000-11-10,14.8,9.0,19.0,,,,4.2,,,
2000-11-11,14.9,11.0,20.2,,,,3.4,,,
2000-11-12,16.0,11.0,21.0,,,220.0,3.7,,,
2000-11-13,17.0,13.8,22.0,,,262.0,10.8,,,
2000-11-14,15.9,14.0,19.0,2.0,,271.0,6.5,,,
2000-11-15,13.9,11.7,16.7,6.1,,259.0,9.7,,,
2000-11-16,14.4,11.0,18.0,4.1,,262.0,4.2,,,
2000-11-17,13.2,9.6,17.0,0.0,,112.0,3.3,,,
2000-11-18,12.6,8.0,17.0,0.0,,118.0,5.2,,,
2000-11-19,12.8,5.3,17.4,0.0,,116.0,8.0,,,
2000-11-20,13.6,8.0,19.0,,,,4.4,,,
2000-11-21,14.7,11.8,18.4,,,,9.0,,,
2000-11-22,14.3,9.0,19.5,,,,6.0,,,
2000-11-23,16.8,13.5,20.0,,,266.0,13.7,,,
2000-11-24,17.9,14.8,20.3,,,263.0,11.9,,,
2000-11-25,18.3,16.0,21.4,0.3,,,3.1,,,
2000-11-26,17.1,12.0,21.2,0.0,,,6.8,,,
2000-11-27,18.8,9.1,25.3,,,179.0,8.7,,,
2000-11-28,20.6,14.0,28.3,,,256.0,8.6,,,
2000-11-29,17.7,14.0,20.7,,,259.0,9.2,,,
2000-11-30,14.9,11.9,24.2,,,,,,,
2000-12-01,17.1,12.2,23.4,,,231.0,15.8,,,
2000-12-02,17.9,15.0,20.3,1.0,,292.0,5.8,,,
2000-12-03,15.8,11.0,19.5,0.0,,79.0,5.9,,,
2000-12-04,15.2,9.5,21.0,,,,3.8,,,
2000-12-05,16.1,12.0,19.7,,,229.0,7.5,,,
2000-12-06,17.6,12.6,25.0,,,209.0,14.3,,,
2000-12-07,20.9,18.0,26.0,,,260.0,14.2,,,
2000-12-08,16.9,14.0,19.2,0.5,,243.0,7.3,,,
2000-12-09,14.7,10.8,19.5,1.0,,115.0,3.1,,,
2000-12-10,13.6,8.9,18.0,0.0,,100.0,3.4,,,
2000-12-11,14.3,8.0,21.5,,,151.0,3.6,,,
2000-12-12,13.8,7.9,21.6,,,,3.4,,,
2000-12-13,13.3,7.0,20.0,,,,2.7,,,
2000-12-14,12.8,7.5,19.5,,,,3.5,,,
2000-12-15,13.6,7.0,21.2,,,113.0,7.6,,,
2000-12-16,13.8,10.0,17.2,,,55.0,5.3,,,
2000-12-17,12.6,8.6,16.5,,,,4.6,,,
2000-12-18,13.1,6.0,23.3,,,,4.5,,,
2000-12-19,15.8,9.5,24.4,,,237.0,9.4,,,
2000-12-20,13.1,11.0,17.0,,,283.0,18.2,,,
2000-12-21,13.4,9.5,17.3,,,192.0,26.1,,,
2000-12-22,13.7,11.8,16.3,20.1,,264.0,17.9,,,
2000-12-23,14.7,12.0,17.0,5.1,,247.0,12.8,,,
2000-12-24,16.3,13.3,19.3,21.1,,240.0,35.3,,,
2000-12-25,16.2,12.6,18.8,18.0,,234.0,31.2,,,
2000-12-26,16.1,12.8,18.4,2.0,,240.0,37.1,,,
2000-12-27,14.7,12.5,19.2,23.1,,270.0,24.6,,,
2000-12-28,14.6,11.2,18.5,4.1,,220.0,16.8,,,
2000-12-29,15.8,14.0,18.5,0.0,,234.0,11.8,,,
2000-12-30,15.8,11.8,19.0,1.0,,271.0,10.7,,,
2000-12-31,14.2,10.5,18.4,0.0,,97.0,3.7,,,
2001-01-01,15.2,8.3,21.0,,,216.0,16.5,,,
2001-01-02,15.8,13.7,19.0,2.0,,253.0,6.8,,,
2001-01-03,14.5,10.5,18.0,0.0,,,2.3,,,
2001-01-04,13.7,10.0,18.0,,,,3.0,,,
2001-01-05,14.7,10.5,20.1,,,,6.8,,,
2001-01-06,14.9,11.8,16.9,3.0,,,14.6,,,
2001-01-07,12.6,9.0,16.0,6.1,,211.0,4.0,,,
2001-01-08,10.5,5.5,16.0,4.1,,,3.9,,,
2001-01-09,14.6,9.3,20.4,0.0,,243.0,10.1,,,
2001-01-10,16.9,10.9,23.0,0.0,,250.0,8.4,,,
2001-01-11,15.7,12.0,19.0,0.0,,274.0,16.1,,,
2001-01-12,12.9,10.5,15.8,24.9,,300.0,19.4,,,
2001-01-13,14.4,11.0,17.5,10.9,,256.0,6.0,,,
2001-01-14,13.2,9.8,17.0,0.0,,,4.0,,,
2001-01-15,14.6,11.0,17.4,0.8,,,3.2,,,
2001-01-16,14.2,11.0,18.0,0.0,,,3.4,,,
2001-01-17,13.5,9.0,18.2,,,,2.8,,,
2001-01-18,14.3,10.1,18.0,,,230.0,8.2,,,
2001-01-19,15.1,13.0,17.4,1.0,,,5.2,,,
2001-01-20,12.5,8.4,16.4,0.0,,59.0,13.4,,,
2001-01-21,13.1,7.2,21.3,,,166.0,6.9,,,
2001-01-22,14.3,10.4,24.6,,,182.0,10.1,,,
2001-01-23,14.6,9.9,20.1,,,256.0,6.2,,,
2001-01-24,14.7,9.2,19.0,,,,10.1,,,
2001-01-25,14.8,13.0,18.2,5.1,,291.0,7.0,,,
2001-01-26,12.8,9.0,17.0,4.1,,,4.8,,,
2001-01-27,14.3,10.0,18.0,0.0,,258.0,8.4,,,
2001-01-28,15.4,14.0,18.0,3.0,,305.0,11.7,,,
2001-01-29,13.9,8.8,16.1,5.1,,,9.9,,,
2001-01-30,12.0,7.7,16.3,0.0,,138.0,7.1,,,
2001-01-31,12.9,7.1,17.3,,,,7.6,,,
2001-02-01,13.5,8.8,17.6,,,100.0,9.1,,,
2001-02-02,13.4,8.0,17.1,,,78.0,6.7,,,
2001-02-03,13.9,11.0,17.1,,,54.0,5.1,,,
2001-02-04,12.3,6.4,18.3,,,,4.8,,,
2001-02-05,12.7,8.0,18.0,,,223.0,6.2,,,
2001-02-06,13.4,8.3,20.8,,,248.0,7.5,,,
2001-02-07,13.9,12.0,16.0,,,255.0,15.5,,,
2001-02-08,14.2,11.0,18.0,,,,11.1,,,
2001-02-09,13.4,8.6,18.4,,,115.0,10.1,,,
2001-02-10,14.8,11.0,18.3,,,106.0,12.5,,,
2001-02-11,16.2,9.2,23.2,,,,5.8,,,
2001-02-12,15.6,9.5,22.1,,,,6.3,,,
2001-02-13,15.0,8.0,20.2,,,294.0,6.8,,,
2001-02-14,14.3,9.0,18.7,,,293.0,7.8,,,
2001-02-15,15.2,12.1,18.0,,,325.0,7.3,,,
2001-02-16,14.0,9.0,18.0,,,,11.1,,,
2001-02-17,14.8,11.0,18.0,,,104.0,16.4,,,
2001-02-18,14.3,8.0,18.0,,,105.0,10.2,,,
2001-02-19,12.5,7.0,17.1,,,255.0,7.1,,,
2001-02-20,12.7,7.1,17.5,,,178.0,6.5,,,
2001-02-21,17.3,10.0,26.0,,,103.0,7.1,,,
2001-02-22,16.7,8.1,20.3,,,,7.0,,,
2001-02-23,16.3,9.8,20.2,,,278.0,14.9,,,
2001-02-24,14.1,10.9,18.0,1.0,,295.0,11.1,,,
2001-02-25,13.5,9.0,17.8,0.0,,244.0,7.1,,,
2001-02-26,13.2,8.3,17.9,,,257.0,9.2,,,
2001-02-27,14.2,11.0,17.1,1.0,,312.0,10.7,,,
2001-02-28,13.7,10.0,17.5,8.9,,281.0,9.5,,,
2001-03-01,15.4,9.5,21.0,0.8,,263.0,12.8,,,
2001-03-02,19.8,13.1,23.0,0.0,,235.0,38.6,,,
2001-03-03,17.3,14.9,21.2,0.0,,253.0,28.3,,,
2001-03-04,16.9,12.0,23.0,0.0,,262.0,14.6,,,
2001-03-05,19.2,13.8,26.4,,,187.0,11.2,,,
2001-03-06,21.7,15.5,31.8,,,220.0,17.7,,,
2001-03-07,17.2,15.0,20.0,,,264.0,10.9,,,
2001-03-08,15.8,13.0,19.2,,,284.0,7.4,,,
2001-03-09,15.3,10.6,20.0,,,,5.1,,,
