time,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres
2000-01-01,11.2,6.0,16.4,0.0,,3.7,37.0,1014.1
2000-01-02,11.8,5.8,18.0,0.0,,5.4,37.0,1014.1
2000-01-03,12.8,5.9,17.4,0.0,,4.5,37.0,1014.1
2000-01-04,13.8,10.0,17.5,0.0,,3.1,37.0,1014.1
2000-01-05,11.9,7.0,18.0,0.0,,5.0,37.0,1014.1
2000-01-06,12.5,6.5,19.0,0.0,138.0,3.8,37.0,1014.1
2000-01-07,11.8,7.2,17.2,0.0,185.0,3.0,37.0,1014.1
2000-01-08,11.5,5.5,17.2,0.0,185.33333333333334,6.0,37.0,1014.1
2000-01-09,11.1,6.0,16.2,0.0,185.66666666666666,4.2,37.0,1014.1
2000-01-10,11.4,6.0,15.0,2.0,186.0,7.7,37.0,1014.1
2000-01-11,8.7,3.9,14.0,2.0,211.0,3.7,37.0,1014.1
2000-01-12,9.6,4.5,15.3,0.0,236.0,3.4,37.0,1014.1
2000-01-13,10.8,4.0,17.0,0.0,261.0,7.1,37.0,1014.1
2000-01-14,11.0,9.0,14.5,13.0,276.0,9.6,37.0,1014.1
2000-01-15,10.7,7.0,14.3,18.0,255.0,10.2,37.0,1014.1
2000-01-16,10.9,8.0,13.7,0.0,229.0,5.4,37.0,1014.1
2000-01-17,14.3,10.8,20.3,6.1,145.0,6.6,37.0,1014.1
2000-01-18,12.2,8.0,18.0,0.0,141.71428571428572,2.8,37.0,1014.1
2000-01-19,12.1,8.0,17.0,0.006666666666666667,138.42857142857142,3.7,37.0,1014.1
2000-01-20,11.4,6.6,16.5,0.013333333333333334,135.14285714285714,4.3,37.0,1014.1
2000-01-21,10.6,5.0,16.1,0.02,131.85714285714286,4.1,37.0,1014.1
2000-01-22,11.7,6.8,16.4,0.02666666666666667,128.57142857142858,4.8,37.0,1014.1
2000-01-23,11.6,7.0,17.0,0.03333333333333333,125.28571428571428,3.8,37.0,1014.1
2000-01-24,11.8,6.5,17.0,0.04,122.0,5.0,37.0,1014.1
2000-01-25,12.3,6.5,17.0,0.04666666666666667,160.0,7.9,37.0,1014.1
2000-01-26,14.0,10.6,17.4,0.05333333333333334,249.0,7.8,37.0,1014.1
2000-01-27,12.7,8.0,17.0,0.060000000000000005,226.0,5.8,37.0,1014.1
2000-01-28,13.1,7.5,18.0,0.06666666666666667,203.0,3.4,37.0,1014.1
2000-01-29,14.3,11.5,17.5,0.07333333333333333,59.0,5.2,37.0,1014.1
2000-01-30,14.9,11.2,21.2,0.08,87.0,7.8,37.0,1014.1
2000-01-31,17.8,11.7,27.0,0.08666666666666667,156.0,4.6,37.0,1014.1
2000-02-01,17.6,11.0,25.3,0.09333333333333334,190.0,3.3,37.0,1014.1
2000-02-02,15.6,10.5,21.0,0.1,131.0,8.3,37.0,1014.1
2000-02-03,14.9,10.7,24.4,0.10666666666666667,62.0,12.9,37.0,1014.1
2000-02-04,13.6,9.0,18.0,0.11333333333333334,66.25,3.1,37.0,1014.1
2000-02-05,13.1,8.0,19.0,0.12000000000000001,70.5,1.7,37.0,1014.1
2000-02-06,14.7,12.6,17.4,0.12666666666666668,74.75,2.7,37.0,1014.1
2000-02-07,14.1,10.0,17.5,0.13333333333333333,79.0,7.9,37.0,1014.1
2000-02-08,14.8,11.0,17.4,0.14,98.0,10.6,37.0,1014.1
2000-02-09,14.6,12.6,17.0,0.14666666666666667,108.0,12.4,37.0,1014.1
2000-02-10,14.4,10.0,18.0,0.15333333333333335,101.0,7.5,37.0,1014.1
2000-02-11,13.9,8.6,18.0,0.16,73.0,5.6,37.0,1014.1
2000-02-12,14.7,8.5,18.2,0.16666666666666669,67.0,5.9,37.0,1014.1
2000-02-13,15.0,12.5,18.0,0.17333333333333334,93.0,11.0,37.0,1014.1
2000-02-14,13.9,8.8,18.1,0.18000000000000002,74.5,3.9,37.0,1014.1
2000-02-15,14.3,9.4,18.0,0.18666666666666668,56.0,5.3,37.0,1014.1
2000-02-16,14.6,10.9,18.0,0.19333333333333336,62.5,4.4,37.0,1014.1
2000-02-17,14.4,9.4,17.2,0.2,69.0,12.8,37.0,1014.1
2000-02-18,14.4,9.0,18.2,0.2066666666666667,102.0,6.1,37.0,1014.1
2000-02-19,13.4,8.7,18.2,0.21333333333333335,90.25,4.5,37.0,1014.1
2000-02-20,14.0,9.0,17.6,0.22,78.5,7.1,37.0,1014.1
2000-02-21,15.0,9.7,17.7,0.22666666666666668,66.75,9.5,37.0,1014.1
2000-02-22,15.7,13.0,18.5,0.23333333333333334,55.0,6.5,37.0,1014.1
2000-02-23,15.3,11.0,18.1,0.24000000000000002,101.0,8.7,37.0,1014.1
2000-02-24,15.6,10.0,20.0,0.24666666666666667,161.75,5.3,37.0,1014.1
2000-02-25,16.7,11.6,23.0,0.25333333333333335,222.5,4.4,37.0,1014.1
2000-02-26,15.4,11.0,19.2,0.26,283.25,6.9,37.0,1014.1
2000-02-27,15.7,12.7,18.0,0.26666666666666666,344.0,6.1,37.0,1014.1
2000-02-28,16.3,14.6,18.5,0.2733333333333334,32.0,6.3,37.0,1014.1
2000-02-29,16.1,13.0,19.0,0.28,56.0,5.6,37.0,1014.1
2000-03-01,15.9,12.0,19.0,0.2866666666666667,72.0,9.1,37.0,1014.1
2000-03-02,14.3,9.0,18.0,0.29333333333333333,111.0,9.7,37.0,1014.1
2000-03-03,14.9,11.0,19.0,0.30000000000000004,101.5,4.7,37.0,1014.1
2000-03-04,15.4,9.5,21.3,0.3066666666666667,92.0,5.0,37.0,1014.1
2000-03-05,16.9,12.0,21.5,0.31333333333333335,82.5,6.3,37.0,1014.1
2000-03-06,19.7,13.6,27.6,0.32,73.0,11.8,37.0,1014.1
2000-03-07,22.5,17.5,31.0,0.32666666666666666,118.0,8.1,37.0,1014.1
2000-03-08,22.6,16.0,31.2,0.33333333333333337,127.0,7.5,37.0,1014.1
2000-03-09,23.4,18.6,32.0,0.34,113.0,4.7,37.0,1014.1
2000-03-10,22.3,17.2,30.0,0.3466666666666667,279.0,4.9,37.0,1014.1
2000-03-11,17.6,16.0,20.0,0.35333333333333333,205.33333333333331,4.2,37.0,1014.1
2000-03-12,16.9,12.2,20.5,0.36000000000000004,131.66666666666666,5.1,37.0,1014.1
2000-03-13,16.5,11.1,22.6,0.3666666666666667,58.0,9.8,37.0,1014.1
2000-03-14,16.6,13.5,19.0,0.37333333333333335,101.0,11.8,37.0,1014.1
2000-03-15,17.7,13.0,22.0,0.38,97.0,15.7,37.0,1014.1
2000-03-16,17.6,13.8,21.6,0.3866666666666667,48.0,10.5,37.0,1014.1
2000-03-17,16.1,10.6,20.1,0.39333333333333337,184.0,4.6,37.0,1014.1
2000-03-18,16.1,11.3,19.7,0.4,320.0,13.1,37.0,1014.1
2000-03-19,15.2,10.0,19.0,0.4066666666666667,260.0,4.9,37.0,1014.1
2000-03-20,15.3,9.4,19.3,0.4133333333333334,272.0,6.4,37.0,1014.1
2000-03-21,15.8,12.0,19.3,0.42000000000000004,284.0,7.3,37.0,1014.1
2000-03-22,15.5,12.0,19.4,0.4266666666666667,282.0,12.3,37.0,1014.1
2000-03-23,15.0,10.5,19.4,0.43333333333333335,186.0,9.7,37.0,1014.1
2000-03-24,15.2,10.3,18.5,0.44,90.0,7.1,37.0,1014.1
2000-03-25,15.1,9.8,18.5,0.4466666666666667,67.0,9.0,37.0,1014.1
2000-03-26,16.5,12.5,19.0,0.45333333333333337,96.0,13.0,37.0,1014.1
2000-03-27,16.2,11.0,20.0,0.46,76.75,8.5,37.0,1014.1
2000-03-28,14.8,9.5,18.4,0.4666666666666667,57.5,6.0,37.0,1014.1
2000-03-29,14.3,10.0,18.6,0.4733333333333334,38.25,6.1,37.0,1014.1
2000-03-30,14.8,9.5,18.7,0.48000000000000004,19.0,5.9,37.0,1014.1
2000-03-31,15.9,11.8,19.7,0.4866666666666667,107.33333333333333,7.3,37.0,1014.1
2000-04-01,16.9,10.8,21.4,0.49333333333333335,195.66666666666666,7.6,37.0,1014.1
2000-04-02,16.4,10.0,19.0,0.5,284.0,17.9,37.0,1014.1
2000-04-03,12.1,10.6,14.8,8.9,248.0,24.4,37.0,1014.1
2000-04-04,13.5,8.6,17.5,13.0,185.5,20.5,37.0,1014.1
2000-04-05,14.2,10.5,17.8,1.0,123.0,6.7,37.0,1014.1
2000-04-06,16.4,11.0,21.5,0.8,120.0,8.5,37.0,1014.1
2000-04-07,19.4,15.7,25.0,0.0,269.0,14.5,37.0,1014.1
2000-04-08,17.7,14.3,22.0,0.8,267.0,14.1,37.0,1014.1
2000-04-09,17.2,14.0,20.3,0.0,285.0,13.3,37.0,1014.1
2000-04-10,16.5,13.5,19.6,0.0,305.0,11.8,37.0,1014.1
2000-04-11,16.4,14.1,19.0,2.0,25.0,7.9,37.0,1014.1
2000-04-12,15.3,11.2,18.0,0.0,71.0,6.1,37.0,1014.1
2000-04-13,15.9,8.8,21.9,0.0,259.0,13.5,37.0,1014.1
2000-04-14,17.6,14.3,24.6,2.033333333333333,250.0,23.9,37.0,1014.1
2000-04-15,19.4,14.5,22.6,4.066666666666666,285.0,18.4,37.0,1014.1
2000-04-16,17.4,14.0,20.0,6.1,301.0,19.1,37.0,1014.1
2000-04-17,16.7,11.2,19.7,0.0,155.0,11.5,37.0,1014.1
2000-04-18,16.7,12.3,20.0,0.0,74.0,7.8,37.0,1014.1
2000-04-19,17.1,12.5,19.5,0.25,97.0,13.0,37.0,1014.1
2000-04-20,17.3,14.5,20.1,0.5,94.0,9.8,37.0,1014.1
2000-04-21,17.2,15.0,20.0,0.75,35.0,8.0,37.0,1014.1
2000-04-22,16.5,13.4,21.6,1.0,319.0,13.9,37.0,1014.1
2000-04-23,16.1,11.6,19.5,1.25,54.0,19.7,37.0,1014.1
2000-04-24,15.7,11.0,19.5,1.5,61.0,8.3,37.0,1014.1
2000-04-25,16.5,14.0,19.0,1.75,15.0,5.4,37.0,1014.1
2000-04-26,15.6,13.5,18.6,2.0,256.0,7.1,37.0,1014.1
2000-04-27,14.9,12.1,18.2,6.1,321.0,11.3,37.0,1014.1
2000-04-28,14.9,9.0,18.0,2.0,175.0,6.3,37.0,1014.1
2000-04-29,15.9,12.0,18.8,0.0,29.0,9.8,37.0,1014.1
2000-04-30,16.1,13.0,19.0,0.0,272.0,7.4,37.0,1014.1
2000-05-01,16.4,12.0,20.0,1.0,258.0,8.4,37.0,1014.1
2000-05-02,16.7,11.8,21.0,0.0,57.0,6.2,37.0,1014.1
2000-05-03,18.2,12.5,23.0,0.5,205.0,7.0,37.0,1014.1
2000-05-04,19.3,15.0,23.7,1.0,289.0,12.1,37.0,1014.1
2000-05-05,19.1,15.3,22.2,0.0,286.0,15.0,37.0,1014.1
2000-05-06,17.6,15.0,21.6,0.26666666666666666,282.0,11.8,37.0,1014.1
2000-05-07,17.7,14.5,23.2,0.5333333333333333,267.0,13.2,37.0,1014.1
2000-05-08,17.9,15.6,23.3,0.8,283.0,13.0,37.0,1014.1
2000-05-09,17.3,13.2,20.2,0.0,281.0,15.6,37.0,1014.1
2000-05-10,17.1,12.5,20.0,2.0,345.0,7.1,37.0,1014.1
2000-05-11,17.6,13.2,20.0,0.0,63.0,9.2,37.0,1014.1
2000-05-12,18.9,17.0,21.5,0.08,48.0,10.2,37.0,1014.1
2000-05-13,19.1,15.6,21.4,0.16,77.0,9.5,37.0,1014.1
2000-05-14,19.6,18.0,22.2,0.24,27.0,6.9,37.0,1014.1
2000-05-15,20.4,17.9,23.5,0.32,321.0,11.1,37.0,1014.1
2000-05-16,19.8,18.9,22.0,0.4,273.0,15.9,37.0,1014.1
2000-05-17,19.8,18.0,25.8,0.48,313.0,11.2,37.0,1014.1
2000-05-18,20.4,16.8,23.3,0.56,351.0,10.3,37.0,1014.1
2000-05-19,19.4,17.1,22.3,0.64,347.0,6.2,37.0,1014.1
2000-05-20,19.7,17.6,23.0,0.72,337.0,7.7,37.0,1014.1
2000-05-21,20.0,16.3,23.1,0.8,321.0,14.5,37.0,1014.1
2000-05-22,19.4,16.0,22.5,0.0,340.0,6.6,37.0,1014.1
2000-05-23,19.4,16.8,22.3,0.0,339.0,13.4,37.0,1014.1
2000-05-24,19.9,17.0,22.5,0.0,313.0,9.3,37.0,1014.1
2000-05-25,19.6,17.9,22.0,0.0,50.0,9.6,37.0,1014.1
2000-05-26,19.7,18.0,22.2,0.0,82.0,10.9,37.0,1014.1
2000-05-27,20.1,18.5,22.8,36.8,85.0,12.2,37.0,1014.1
2000-05-28,20.1,18.5,26.6,35.94285714285714,31.0,18.8,37.0,1014.1
2000-05-29,20.4,16.5,23.0,35.08571428571428,36.0,19.0,37.0,1014.1
2000-05-30,21.0,16.8,25.4,34.22857142857143,25.0,6.1,37.0,1014.1
2000-05-31,21.6,18.0,25.7,33.37142857142857,27.666666666666668,11.1,37.0,1014.1
2000-06-01,22.7,19.3,26.4,32.51428571428571,30.333333333333332,9.2,37.0,1014.1
2000-06-02,22.0,17.8,33.0,31.657142857142855,33.0,15.2,37.0,1014.1
2000-06-03,21.4,19.2,24.0,30.799999999999997,341.0,8.5,37.0,1014.1
2000-06-04,21.3,19.6,23.3,29.94285714285714,359.0,8.8,37.0,1014.1
2000-06-05,20.8,19.0,23.5,29.085714285714282,82.0,11.0,37.0,1014.1
2000-06-06,21.3,17.8,24.6,28.228571428571428,94.0,11.4,37.0,1014.1
2000-06-07,22.8,16.5,28.3,27.371428571428567,36.0,4.5,37.0,1014.1
2000-06-08,21.3,19.0,23.6,26.514285714285712,304.0,14.9,37.0,1014.1
2000-06-09,20.5,18.0,23.2,25.657142857142855,0.0,9.7,37.0,1014.1
2000-06-10,19.4,17.1,21.6,24.799999999999997,47.0,17.7,37.0,1014.1
2000-06-11,20.1,14.5,22.5,23.942857142857143,86.0,11.0,37.0,1014.1
2000-06-12,21.1,18.3,24.0,23.085714285714282,74.0,9.7,37.0,1014.1
2000-06-13,22.2,17.5,26.3,22.228571428571428,42.0,6.8,37.0,1014.1
2000-06-14,23.8,18.4,29.0,21.37142857142857,13.0,6.5,37.0,1014.1
2000-06-15,21.4,18.5,24.1,20.514285714285712,291.0,8.3,37.0,1014.1
2000-06-16,21.3,18.8,24.9,19.657142857142855,304.0,8.3,37.0,1014.1
2000-06-17,21.2,17.0,24.1,18.799999999999997,321.0,7.2,37.0,1014.1
2000-06-18,21.3,17.2,24.0,17.94285714285714,94.0,7.1,37.0,1014.1
2000-06-19,21.7,19.7,24.5,17.085714285714285,21.0,6.5,37.0,1014.1
2000-06-20,21.4,14.0,24.3,16.228571428571428,67.0,9.3,37.0,1014.1
2000-06-21,21.5,19.5,24.2,15.37142857142857,81.0,11.2,37.0,1014.1
2000-06-22,21.9,20.0,24.8,14.514285714285712,86.0,11.6,37.0,1014.1
2000-06-23,21.0,19.5,23.4,13.657142857142855,48.0,9.4,37.0,1014.1
2000-06-24,20.7,19.5,23.0,12.799999999999997,357.0,7.1,37.0,1014.1
2000-06-25,21.7,18.8,24.4,11.942857142857143,318.0,7.4,37.0,1014.1
2000-06-26,21.7,18.9,24.1,11.085714285714285,349.0,5.9,37.0,1014.1
2000-06-27,22.2,20.4,24.2,10.228571428571428,86.0,12.3,37.0,1014.1
2000-06-28,21.8,20.0,23.8,9.37142857142857,86.0,13.0,37.0,1014.1
2000-06-29,22.6,20.0,25.2,8.514285714285712,68.0,9.1,37.0,1014.1
2000-06-30,22.3,19.0,25.6,7.657142857142855,58.0,6.6,37.0,1014.1
2000-07-01,22.3,20.0,24.8,6.799999999999997,63.0,8.1,37.0,1014.1
2000-07-02,22.0,20.5,24.5,5.942857142857143,58.0,7.6,37.0,1014.1
2000-07-03,22.0,20.0,24.7,5.085714285714285,70.0,9.9,37.0,1014.1
2000-07-04,21.6,19.1,24.0,4.228571428571428,83.0,12.7,37.0,1014.1
2000-07-05,22.1,18.6,25.2,3.3714285714285737,34.0,8.6,37.0,1014.1
2000-07-06,22.7,18.9,26.0,2.5142857142857125,20.0,7.2,37.0,1014.1
2000-07-07,23.3,21.0,27.3,1.6571428571428584,70.0,10.3,37.0,1014.1
2000-07-08,22.3,20.0,25.0,0.8,26.0,7.2,37.0,1014.1
2000-07-09,22.0,20.2,24.0,0.0,359.0,7.8,37.0,1014.1
2000-07-10,22.1,18.8,26.8,0.4,337.0,15.0,37.0,1014.1
2000-07-11,21.3,19.2,23.5,0.8,57.0,11.1,37.0,1014.1
2000-07-12,22.2,18.4,25.0,0.0,55.0,8.2,37.0,1014.1
2000-07-13,22.9,18.6,26.5,0.0058823529411764705,303.0,9.8,37.0,1014.1
2000-07-14,22.7,19.0,26.0,0.011764705882352941,303.0,5.9,37.0,1014.1
2000-07-15,23.7,19.5,27.0,0.01764705882352941,347.0,5.7,37.0,1014.1
2000-07-16,24.1,20.5,27.3,0.023529411764705882,299.0,10.6,37.0,1014.1
2000-07-17,22.7,21.0,25.0,0.029411764705882353,312.0,11.3,37.0,1014.1
2000-07-18,22.6,20.6,25.0,0.03529411764705882,188.5,6.3,37.0,1014.1
2000-07-19,21.8,20.3,23.5,0.041176470588235294,65.0,8.6,37.0,1014.1
2000-07-20,22.8,20.0,25.4,0.047058823529411764,77.0,10.1,37.0,1014.1
2000-07-21,23.4,21.0,26.0,0.052941176470588235,49.0,9.0,37.0,1014.1
2000-07-22,22.4,20.9,24.6,0.058823529411764705,63.0,9.4,37.0,1014.1
2000-07-23,22.3,20.0,25.0,0.06470588235294117,57.0,7.0,37.0,1014.1
2000-07-24,22.2,19.5,25.0,0.07058823529411765,76.0,11.2,37.0,1014.1
2000-07-25,22.6,19.0,25.7,0.07647058823529412,85.0,9.4,37.0,1014.1
2000-07-26,22.6,21.0,24.7,0.08235294117647059,89.0,12.9,37.0,1014.1
2000-07-27,22.7,20.0,25.5,0.08823529411764705,73.0,9.9,37.0,1014.1
2000-07-28,23.2,20.4,26.0,0.09411764705882353,52.0,9.7,37.0,1014.1
2000-07-29,23.0,19.3,26.6,0.1,42.0,5.4,37.0,1014.1
2000-07-30,26.0,20.0,32.0,0.10588235294117647,32.0,6.1,37.0,1014.1
2000-07-31,32.7,27.1,46.2,0.11176470588235293,120.0,13.7,37.0,1014.1
2000-08-01,31.0,25.0,39.0,0.11764705882352941,22.0,6.3,37.0,1014.1
2000-08-02,26.0,23.1,31.6,0.12352941176470589,32.0,7.6,37.0,1014.1
2000-08-03,24.4,22.7,27.0,0.12941176470588234,42.0,7.3,37.0,1014.1
2000-08-04,23.3,21.0,25.6,0.13529411764705881,31.0,7.3,37.0,1014.1
2000-08-05,23.4,20.0,26.4,0.1411764705882353,317.0,6.4,37.0,1014.1
2000-08-06,24.2,21.5,30.8,0.14705882352941177,318.5,10.6,37.0,1014.1
2000-08-07,24.9,21.5,27.7,0.15294117647058825,320.0,6.8,37.0,1014.1
2000-08-08,24.8,22.5,27.2,0.1588235294117647,313.0,10.1,37.0,1014.1
2000-08-09,24.2,21.8,27.0,0.16470588235294117,309.0,10.5,37.0,1014.1
2000-08-10,24.2,21.8,27.1,0.17058823529411765,328.0,9.0,37.0,1014.1
2000-08-11,23.4,21.8,26.0,0.1764705882352941,347.0,7.5,37.0,1014.1
2000-08-12,23.1,21.0,25.5,0.18235294117647058,59.0,9.0,37.0,1014.1
2000-08-13,23.3,21.0,25.8,0.18823529411764706,77.0,10.5,37.0,1014.1
2000-08-14,24.0,21.7,31.2,0.19411764705882353,42.0,17.8,37.0,1014.1
2000-08-15,24.9,20.7,28.0,0.2,14.0,5.3,37.0,1014.1
2000-08-16,25.8,21.1,29.6,0.20588235294117646,8.0,10.8,37.0,1014.1
2000-08-17,24.6,22.4,34.2,0.21176470588235294,334.0,11.7,37.0,1014.1
2000-08-18,24.2,20.5,27.1,0.21764705882352942,169.0,5.7,37.0,1014.1
2000-08-19,24.2,20.5,27.3,0.22352941176470587,4.0,5.7,37.0,1014.1
2000-08-20,23.5,22.0,26.0,0.22941176470588234,45.0,8.8,37.0,1014.1
2000-08-21,23.2,21.5,25.0,0.23529411764705882,72.0,11.4,37.0,1014.1
2000-08-22,22.2,20.5,25.0,0.2411764705882353,77.0,11.2,37.0,1014.1
2000-08-23,22.1,20.7,24.4,0.24705882352941178,82.0,10.1,37.0,1014.1
2000-08-24,22.6,19.4,25.0,0.2529411764705882,84.0,9.9,37.0,1014.1
2000-08-25,22.4,20.5,24.6,0.2588235294117647,66.0,7.4,37.0,1014.1
2000-08-26,22.2,19.5,25.0,0.2647058823529412,93.0,7.9,37.0,1014.1
2000-08-27,22.5,19.6,25.2,0.27058823529411763,74.0,7.3,37.0,1014.1
2000-08-28,23.1,18.6,26.4,0.27647058823529413,22.0,5.5,37.0,1014.1
2000-08-29,23.7,22.0,25.5,0.2823529411764706,332.0,8.1,37.0,1014.1
2000-08-30,23.2,21.8,25.4,0.28823529411764703,9.0,6.8,37.0,1014.1
2000-08-31,22.2,20.0,24.6,0.29411764705882354,353.0,7.3,37.0,1014.1
2000-09-01,22.1,19.0,25.0,0.3,311.0,8.9,37.0,1014.1
2000-09-02,21.8,18.2,25.0,0.0,312.0,5.3,37.0,1014.1
2000-09-03,22.7,15.0,28.5,0.26296296296296295,28.0,4.4,37.0,1014.1
2000-09-04,22.7,20.2,26.0,0.5259259259259259,9.0,6.3,37.0,1014.1
2000-09-05,22.5,19.0,25.3,0.7888888888888889,27.0,12.4,37.0,1014.1
2000-09-06,24.4,21.8,27.4,1.0518518518518518,34.333333333333336,5.2,37.0,1014.1
2000-09-07,24.3,20.9,28.4,1.3148148148148149,41.666666666666664,4.9,37.0,1014.1
2000-09-08,23.8,20.0,36.2,1.5777777777777777,49.0,12.6,37.0,1014.1
2000-09-09,22.0,16.1,35.8,1.8407407407407406,46.0,10.5,37.0,1014.1
2000-09-10,22.8,18.1,26.6,2.1037037037037036,323.0,13.8,37.0,1014.1
2000-09-11,22.2,19.8,25.2,2.3666666666666667,281.0,14.2,37.0,1014.1
2000-09-12,22.7,19.8,25.2,2.6296296296296298,39.0,7.8,37.0,1014.1
2000-09-13,23.0,20.0,26.0,2.8925925925925924,57.0,7.8,37.0,1014.1
2000-09-14,23.0,20.8,26.0,3.1555555555555554,306.0,6.2,37.0,1014.1
2000-09-15,22.3,18.0,26.2,3.4185185185185185,21.0,7.7,37.0,1014.1
2000-09-16,22.5,20.5,25.0,3.681481481481481,95.0,10.1,37.0,1014.1
2000-09-17,22.6,19.5,25.2,3.944444444444444,16.0,10.8,37.0,1014.1
2000-09-18,22.5,19.5,26.0,4.207407407407407,283.0,13.8,37.0,1014.1
2000-09-19,22.1,18.4,25.0,4.47037037037037,273.0,13.8,37.0,1014.1
2000-09-20,21.9,20.0,26.9,4.733333333333333,29.0,15.1,37.0,1014.1
2000-09-21,21.0,17.5,24.0,4.996296296296296,45.0,8.5,37.0,1014.1
2000-09-22,21.7,17.6,24.8,5.2592592592592595,274.0,8.8,37.0,1014.1
2000-09-23,22.1,19.0,25.3,5.522222222222222,306.0,9.7,37.0,1014.1
2000-09-24,22.2,19.5,25.3,5.785185185185185,33.0,7.0,37.0,1014.1
2000-09-25,22.3,19.1,24.5,6.048148148148148,12.0,11.4,37.0,1014.1
2000-09-26,22.2,18.8,25.7,6.311111111111111,318.0,7.3,37.0,1014.1
2000-09-27,22.6,20.7,25.1,6.5740740740740735,351.0,8.3,37.0,1014.1
2000-09-28,21.4,19.5,23.7,6.837037037037037,320.0,5.9,37.0,1014.1
2000-09-29,21.3,18.0,24.0,7.1,310.0,7.0,37.0,1014.1
2000-09-30,20.7,18.8,23.0,0.0,6.0,7.2,37.0,1014.1
2000-10-01,19.8,15.8,22.5,0.8,185.0,4.4,37.0,1014.1
2000-10-02,20.3,16.5,24.3,0.0,120.5,10.1,37.0,1014.1
2000-10-03,21.4,18.5,24.2,1.5263157894736843,56.0,14.5,37.0,1014.1
2000-10-04,20.6,16.0,25.4,3.0526315789473686,49.0,10.5,37.0,1014.1
2000-10-05,19.4,14.6,25.0,4.578947368421053,42.0,3.5,37.0,1014.1
2000-10-06,20.8,18.0,23.7,6.105263157894737,44.0,4.8,37.0,1014.1
2000-10-07,20.4,17.0,24.0,7.631578947368421,27.0,3.9,37.0,1014.1
2000-10-08,20.4,16.9,24.0,9.157894736842106,169.0,4.0,37.0,1014.1
2000-10-09,20.3,17.0,24.5,10.68421052631579,311.0,4.3,37.0,1014.1
2000-10-10,20.3,16.7,23.0,12.210526315789474,13.0,11.5,37.0,1014.1
2000-10-11,20.9,17.8,23.7,13.73684210526316,346.0,7.5,37.0,1014.1
2000-10-12,18.1,15.0,20.0,15.263157894736842,307.0,12.2,37.0,1014.1
2000-10-13,16.3,12.6,20.0,16.789473684210527,304.0,7.4,37.0,1014.1
2000-10-14,16.7,12.5,21.0,18.315789473684212,254.0,6.0,37.0,1014.1
2000-10-15,17.4,14.0,22.0,19.842105263157897,274.0,5.6,37.0,1014.1
2000-10-16,18.2,14.0,23.0,21.36842105263158,202.0,6.6,37.0,1014.1
2000-10-17,19.2,16.8,22.0,22.894736842105264,41.0,9.3,37.0,1014.1
2000-10-18,18.8,14.0,23.0,24.42105263157895,104.66666666666666,4.7,37.0,1014.1
2000-10-19,18.3,13.0,22.1,25.947368421052634,168.33333333333331,3.4,37.0,1014.1
2000-10-20,17.9,15.9,22.3,27.47368421052632,232.0,8.6,37.0,1014.1
2000-10-21,17.2,14.0,19.2,29.0,68.0,9.2,37.0,1014.1
2000-10-22,15.2,11.0,19.0,0.5,130.0,3.8,37.0,1014.1
2000-10-23,16.2,12.0,19.5,0.0,245.0,4.2,37.0,1014.1
2000-10-24,18.8,16.6,22.0,0.5,284.0,6.6,37.0,1014.1
2000-10-25,18.0,14.0,21.2,0.0,52.0,4.1,37.0,1014.1
2000-10-26,17.8,14.0,21.3,0.23076923076923078,79.0,7.0,37.0,1014.1
2000-10-27,18.4,15.6,21.3,0.46153846153846156,106.0,9.9,37.0,1014.1
2000-10-28,19.0,16.0,22.2,0.6923076923076923,12.0,5.1,37.0,1014.1
2000-10-29,18.6,15.0,21.3,0.9230769230769231,12.5,6.4,37.0,1014.1
2000-10-30,17.8,15.5,21.0,1.153846153846154,13.0,6.2,37.0,1014.1
2000-10-31,16.8,13.0,20.1,1.3846153846153846,248.0,7.2,37.0,1014.1
2000-11-01,16.9,13.0,19.6,1.6153846153846154,47.0,8.8,37.0,1014.1
2000-11-02,15.7,11.0,19.4,1.8461538461538463,50.0,4.2,37.0,1014.1
2000-11-03,15.2,11.5,19.0,2.076923076923077,233.0,4.4,37.0,1014.1
2000-11-04,15.7,11.0,19.0,2.307692307692308,51.0,8.4,37.0,1014.1
2000-11-05,14.4,10.0,19.0,2.5384615384615388,67.0,4.5,37.0,1014.1
2000-11-06,15.2,11.0,22.4,2.769230769230769,212.0,15.8,37.0,1014.1
2000-11-07,15.4,13.0,19.0,3.0,70.0,4.4,37.0,1014.1
2000-11-08,15.7,7.0,18.7,0.0,87.5,13.2,37.0,1014.1
2000-11-09,15.2,11.0,18.4,0.3333333333333333,105.0,8.7,37.0,1014.1
2000-11-10,14.8,9.0,19.0,0.6666666666666666,143.33333333333334,4.2,37.0,1014.1
2000-11-11,14.9,11.0,20.2,1.0,181.66666666666669,3.4,37.0,1014.1
2000-11-12,16.0,11.0,21.0,1.3333333333333333,220.0,3.7,37.0,1014.1
2000-11-13,17.0,13.8,22.0,1.6666666666666665,262.0,10.8,37.0,1014.1
2000-11-14,15.9,14.0,19.0,2.0,271.0,6.5,37.0,1014.1
2000-11-15,13.9,11.7,16.7,6.1,259.0,9.7,37.0,1014.1
2000-11-16,14.4,11.0,18.0,4.1,262.0,4.2,37.0,1014.1
2000-11-17,13.2,9.6,17.0,0.0,112.0,3.3,37.0,1014.1
